Roll_No,Gender,Race_Ethnicity,Parental_Level_Of_Education,Lunch,Test_Preparation_Course,Math Score,Reading Score,Writing Score,Science Score,Total Score,Grade _,Eligibility,Percentage,Rank ,,Subject,Centum Count
Std-8026,Female,Group C,Bachelor'S Degree,0,0,47,72,99,59,277,B,Eligible,69.25,4080,,,
Std-8025,Female,Group A,High School,1,1,64,85,73,84,306,B,Eligible,76.5,1607,,,
Std-8024,Female,Group C,High School,0,0,70,97,71,84,322,A,Eligible,80.5,754,,,
Std-8023,Female,Group C,High School,1,0,74,71,60,45,250,B,Eligible,62.5,6492,,,
Std-8022,Female,Group E,High School,0,1,69,46,75,91,281,B,Eligible,70.25,3684,,,
Std-8021,Female,Group B,Some High School,1,0,47,89,60,39,235,C,Eligible,58.75,7627,,,
Std-8020,Female,Group C,Bachelor'S Degree,1,1,67,50,39,42,198,D,Not Eligible,49.5,9296,,,
Std-802,Male,Group E,Some High School,1,1,33,86,52,74,245,C,Eligible,61.25,6889,,,
Std-8019,Female,Group E,Associate'S Degree,1,0,77,65,75,77,294,B,Eligible,73.5,2500,,,
Std-8018,Female,Group C,Some College,1,1,27,23,61,92,203,C,Eligible,50.75,9153,,,
Std-8017,Female,Group C,Some College,1,0,71,95,95,83,344,A,Eligible,86,180,,,
Std-8016,Female,Group C,High School,1,1,27,48,82,88,245,C,Eligible,61.25,6889,,,
Std-8015,Female,Group D,Some College,0,0,66,75,60,64,265,B,Eligible,66.25,5197,,,
Std-8014,Female,Group E,Some High School,0,0,63,100,62,53,278,B,Eligible,69.5,3990,,,
Std-8013,Female,Group B,Associate'S Degree,1,1,61,65,89,87,302,B,Eligible,75.5,1870,,,
Std-8012,Female,Group D,High School,0,1,67,100,60,34,261,B,Eligible,65.25,5557,,,
Std-8011,Female,Group B,High School,1,0,85,54,91,90,320,A,Eligible,80,850,,,
Std-8010,Female,Group B,High School,1,0,36,99,68,79,282,B,Eligible,70.5,3602,,,
Std-801,Male,Group E,High School,1,0,40,100,82,85,307,B,Eligible,76.75,1541,,,
Std-8009,Female,Group C,Master'S Degree,0,0,85,89,100,62,336,A,Eligible,84,333,,,
Std-8008,Female,Group C,Some High School,1,1,82,55,34,32,203,C,Eligible,50.75,9153,,,
Std-8007,Female,Group C,Bachelor'S Degree,0,0,34,80,70,85,269,B,Eligible,67.25,4839,,,
Std-8006,Female,Group D,Some College,1,1,39,65,97,94,295,B,Eligible,73.75,2414,,,
Std-8005,Female,Group C,Some College,1,1,63,100,62,88,313,B,Eligible,78.25,1192,,,
Std-8004,Female,Group A,Bachelor'S Degree,1,1,70,47,72,40,229,C,Eligible,57.25,7986,,,
Std-8003,Female,Group E,High School,0,0,47,39,60,72,218,C,Eligible,54.5,8584,,,
Std-8002,Female,Group C,Associate'S Degree,1,0,31,57,74,61,223,C,Eligible,55.75,8324,,,
Std-8001,Female,Group D,High School,1,0,78,82,45,64,269,B,Eligible,67.25,4839,,,
Std-8000,Female,Group A,Some College,1,1,84,52,81,69,286,B,Eligible,71.5,3238,,,
Std-800,Male,Group A,Some College,0,0,44,100,68,69,281,B,Eligible,70.25,3684,,,
Std-80,Male,Group D,High School,0,0,19,60,25,78,182,D,Not Eligible,45.5,9654,,,
Std-7999,Female,Group C,Some High School,0,1,33,75,72,47,227,C,Eligible,56.75,8092,,,
Std-7998,Female,Group C,Some College,1,0,72,62,100,51,285,B,Eligible,71.25,3320,,,
Std-7997,Female,Group B,Some College,0,0,58,69,56,58,241,C,Eligible,60.25,7197,,,
Std-7996,Female,Group B,Some High School,1,0,58,82,81,90,311,B,Eligible,77.75,1306,,,
Std-7995,Female,Group B,Bachelor'S Degree,1,1,91,79,51,88,309,B,Eligible,77.25,1419,,,
Std-7994,Female,Group B,Associate'S Degree,0,0,89,76,77,78,320,A,Eligible,80,850,,,
Std-7993,Female,Group D,Bachelor'S Degree,1,0,90,45,99,86,320,A,Eligible,80,850,,,
Std-7992,Female,Group B,Master'S Degree,0,0,74,99,61,68,302,B,Eligible,75.5,1870,,,
Std-7991,Female,Group D,Some High School,0,0,75,70,68,69,282,B,Eligible,70.5,3602,,,
Std-7990,Female,Group E,Some High School,1,0,59,47,89,59,254,B,Eligible,63.5,6155,,,
Std-799,Male,Group B,Some College,1,1,95,73,68,58,294,B,Eligible,73.5,2500,,,
Std-7989,Female,Group C,High School,1,0,92,59,95,93,339,A,Eligible,84.75,274,,,
Std-7988,Female,Group A,Associate'S Degree,1,0,40,72,69,79,260,B,Eligible,65,5646,,,
Std-7987,Female,Group A,Some High School,0,0,46,59,89,46,240,C,Eligible,60,7273,,,
Std-7986,Female,Group C,High School,1,1,41,100,75,90,306,B,Eligible,76.5,1607,,,
Std-7985,Female,Group C,Associate'S Degree,1,0,74,70,97,63,304,B,Eligible,76,1729,,,
Std-7984,Female,Group D,Some College,1,0,83,70,83,72,308,B,Eligible,77,1474,,,
Std-7983,Female,Group A,Some College,1,1,92,62,100,51,305,B,Eligible,76.25,1658,,,
Std-7982,Female,Group C,Associate'S Degree,0,1,38,44,100,56,238,C,Eligible,59.5,7419,,,
Std-7981,Female,Group C,Bachelor'S Degree,1,1,32,69,80,73,254,B,Eligible,63.5,6155,,,
Std-7980,Female,Group E,Some College,0,0,91,62,63,42,258,B,Eligible,64.5,5822,,,
Std-798,Male,Group C,High School,1,1,41,67,85,70,263,B,Eligible,65.75,5373,,,
Std-7979,Female,Group E,High School,1,1,51,92,79,61,283,B,Eligible,70.75,3512,,,
Std-7978,Female,Group A,High School,1,0,51,53,86,52,242,C,Eligible,60.5,7111,,,
Std-7977,Female,Group D,Some College,1,0,75,83,72,100,330,A,Eligible,82.5,494,,,
Std-7976,Female,Group E,Associate'S Degree,0,0,73,47,91,59,270,B,Eligible,67.5,4738,,,
Std-7975,Female,Group D,Bachelor'S Degree,0,0,56,73,86,77,292,B,Eligible,73,2692,,,
Std-7974,Female,Group E,Some College,0,0,83,73,91,72,319,B,Eligible,79.75,905,,,
Std-7973,Female,Group D,Some College,1,0,97,100,88,63,348,A,Eligible,87,122,,,
Std-7972,Female,Group A,Some High School,1,1,70,66,62,99,297,B,Eligible,74.25,2266,,,
Std-7971,Female,Group D,Associate'S Degree,0,0,58,70,79,37,244,C,Eligible,61,6969,,,
Std-7970,Female,Group E,High School,1,1,88,76,80,98,342,A,Eligible,85.5,217,,,
Std-797,Male,Group C,Some College,0,1,51,80,44,56,231,C,Eligible,57.75,7883,,,
Std-7969,Female,Group D,Some High School,1,1,29,49,64,53,195,D,Not Eligible,48.75,9363,,,
Std-7968,Female,Group B,Some College,0,0,27,87,74,45,233,C,Eligible,58.25,7738,,,
Std-7967,Female,Group D,Some College,1,0,52,60,89,50,251,B,Eligible,62.75,6404,,,
Std-7966,Female,Group D,Some High School,1,1,50,68,60,60,238,C,Eligible,59.5,7419,,,
Std-7965,Female,Group D,Some College,0,0,55,100,34,61,250,B,Eligible,62.5,6492,,,
Std-7964,Female,Group B,Master'S Degree,0,1,68,100,67,78,313,B,Eligible,78.25,1192,,,
Std-7963,Female,Group D,Master'S Degree,0,1,74,100,46,79,299,B,Eligible,74.75,2119,,,
Std-7962,Female,Group C,Some High School,0,1,70,23,77,52,222,C,Eligible,55.5,8375,,,
Std-7961,Female,Group E,Some College,1,0,71,84,54,51,260,B,Eligible,65,5646,,,
Std-7960,Female,Group B,High School,0,0,100,60,86,31,277,B,Eligible,69.25,4080,,,
Std-796,Male,Group D,Some High School,1,1,30,54,52,11,147,E,Not Eligible,36.75,9942,,,
Std-7959,Female,Group D,Associate'S Degree,1,0,67,77,70,48,262,B,Eligible,65.5,5475,,,
Std-7958,Female,Group C,Some College,1,0,33,69,64,86,252,B,Eligible,63,6320,,,
Std-7957,Female,Group D,Bachelor'S Degree,0,0,55,52,58,26,191,D,Not Eligible,47.75,9465,,,
Std-7956,Female,Group D,Associate'S Degree,1,1,51,99,72,72,294,B,Eligible,73.5,2500,,,
Std-7955,Female,Group A,Some High School,1,0,76,81,48,71,276,B,Eligible,69,4166,,,
Std-7954,Female,Group C,Some College,1,1,50,63,95,83,291,B,Eligible,72.75,2781,,,
Std-7953,Female,Group C,Associate'S Degree,1,0,91,68,92,84,335,A,Eligible,83.75,367,,,
Std-7952,Female,Group C,Master'S Degree,0,0,27,92,91,71,281,B,Eligible,70.25,3684,,,
Std-7951,Female,Group E,Some College,1,1,61,90,51,67,269,B,Eligible,67.25,4839,,,
Std-7950,Female,Group B,High School,1,1,63,77,69,81,290,B,Eligible,72.5,2860,,,
Std-795,Male,Group E,Bachelor'S Degree,1,1,49,63,75,82,269,B,Eligible,67.25,4839,,,
Std-7949,Female,Group E,Some College,1,1,30,96,82,72,280,B,Eligible,70,3790,,,
Std-7948,Female,Group A,High School,1,0,56,60,61,70,247,C,Eligible,61.75,6731,,,
Std-7947,Female,Group D,High School,1,0,82,75,100,79,336,A,Eligible,84,333,,,
Std-7946,Female,Group C,Some College,1,0,53,77,70,83,283,B,Eligible,70.75,3512,,,
Std-7945,Female,Group B,Some High School,1,1,63,91,94,85,333,A,Eligible,83.25,414,,,
Std-7944,Female,Group A,Some High School,1,1,56,72,67,64,259,B,Eligible,64.75,5736,,,
Std-7943,Female,Group B,Bachelor'S Degree,1,0,86,31,82,69,268,B,Eligible,67,4934,,,
Std-7942,Female,Group A,Bachelor'S Degree,0,0,83,67,96,72,318,B,Eligible,79.5,956,,,
Std-7941,Female,Group A,Some College,1,0,55,43,66,70,234,C,Eligible,58.5,7684,,,
Std-7940,Female,Group D,High School,0,0,71,42,86,53,252,B,Eligible,63,6320,,,
Std-794,Male,Group D,High School,1,1,22,86,55,44,207,C,Eligible,51.75,9008,,,
Std-7939,Female,Group D,Master'S Degree,0,0,67,50,77,33,227,C,Eligible,56.75,8092,,,
Std-7938,Female,Group D,Some College,1,1,73,72,86,76,307,B,Eligible,76.75,1541,,,
Std-7937,Female,Group C,High School,1,0,75,51,87,79,292,B,Eligible,73,2692,,,
Std-7936,Female,Group A,High School,1,1,60,80,98,66,304,B,Eligible,76,1729,,,
Std-7935,Female,Group C,Bachelor'S Degree,0,0,69,65,95,37,266,B,Eligible,66.5,5101,,,
Std-7934,Female,Group C,Bachelor'S Degree,1,1,57,63,97,74,291,B,Eligible,72.75,2781,,,
Std-7933,Female,Group E,Bachelor'S Degree,1,0,53,57,75,56,241,C,Eligible,60.25,7197,,,
Std-7932,Female,Group D,Associate'S Degree,0,1,77,36,100,50,263,B,Eligible,65.75,5373,,,
Std-7931,Female,Group D,Master'S Degree,0,0,92,87,97,44,320,A,Eligible,80,850,,,
Std-7930,Female,Group A,High School,1,1,30,87,82,79,278,B,Eligible,69.5,3990,,,
Std-793,Male,Group D,Bachelor'S Degree,0,0,64,81,82,92,319,B,Eligible,79.75,905,,,
Std-7929,Female,Group C,Some High School,0,1,54,62,85,43,244,C,Eligible,61,6969,,,
Std-7928,Female,Group D,Some College,1,0,53,80,79,96,308,B,Eligible,77,1474,,,
Std-7927,Female,Group C,Some College,0,1,61,73,78,58,270,B,Eligible,67.5,4738,,,
Std-7926,Female,Group D,Associate'S Degree,1,1,41,89,94,67,291,B,Eligible,72.75,2781,,,
Std-7925,Female,Group A,High School,1,0,27,45,74,92,238,C,Eligible,59.5,7419,,,
Std-7924,Female,Group E,High School,1,1,47,85,58,99,289,B,Eligible,72.25,2964,,,
Std-7923,Female,Group D,Some College,1,0,70,86,53,78,287,B,Eligible,71.75,3143,,,
Std-7922,Female,Group E,Some High School,1,0,57,96,76,82,311,B,Eligible,77.75,1306,,,
Std-7921,Female,Group E,High School,0,1,73,28,39,66,206,C,Eligible,51.5,9042,,,
Std-7920,Female,Group C,Some High School,1,0,70,91,57,46,264,B,Eligible,66,5291,,,
Std-792,Male,Group B,Some High School,1,0,42,79,68,32,221,C,Eligible,55.25,8431,,,
Std-7919,Female,Group E,Some College,0,0,70,86,99,73,328,A,Eligible,82,563,,,
Std-7918,Female,Group E,Bachelor'S Degree,1,0,62,51,71,41,225,C,Eligible,56.25,8211,,,
Std-7917,Female,Group C,Associate'S Degree,1,1,69,72,88,51,280,B,Eligible,70,3790,,,
Std-7916,Female,Group D,Some College,0,1,65,52,85,89,291,B,Eligible,72.75,2781,,,
Std-7915,Female,Group D,Some College,1,1,73,43,65,37,218,C,Eligible,54.5,8584,,,
Std-7914,Female,Group A,Some College,1,1,56,30,100,91,277,B,Eligible,69.25,4080,,,
Std-7913,Female,Group D,Bachelor'S Degree,1,1,68,95,73,88,324,A,Eligible,81,688,,,
Std-7912,Female,Group E,Master'S Degree,0,1,75,84,100,42,301,B,Eligible,75.25,1956,,,
Std-7911,Female,Group B,Some College,1,0,35,70,100,90,295,B,Eligible,73.75,2414,,,
Std-7910,Female,Group D,Associate'S Degree,1,1,58,83,84,50,275,B,Eligible,68.75,4259,,,
Std-791,Male,Group B,Master'S Degree,1,0,14,66,72,61,213,C,Eligible,53.25,8813,,,
Std-7909,Female,Group E,Associate'S Degree,1,1,34,78,100,50,262,B,Eligible,65.5,5475,,,
Std-7908,Female,Group E,High School,0,0,62,75,85,80,302,B,Eligible,75.5,1870,,,
Std-7907,Female,Group B,High School,1,0,62,84,61,71,278,B,Eligible,69.5,3990,,,
Std-7906,Female,Group D,High School,1,1,65,77,100,35,277,B,Eligible,69.25,4080,,,
Std-7905,Female,Group C,High School,1,0,75,71,85,77,308,B,Eligible,77,1474,,,
Std-7904,Female,Group A,Some High School,1,1,74,53,75,90,292,B,Eligible,73,2692,,,
Std-7903,Female,Group A,Some High School,1,0,60,78,96,56,290,B,Eligible,72.5,2860,,,
Std-7902,Female,Group C,Some High School,1,0,27,46,85,63,221,C,Eligible,55.25,8431,,,
Std-7901,Female,Group D,Bachelor'S Degree,1,0,60,75,74,76,285,B,Eligible,71.25,3320,,,
Std-7900,Female,Group D,Master'S Degree,1,1,38,91,79,98,306,B,Eligible,76.5,1607,,,
Std-790,Male,Group D,High School,1,1,69,73,99,31,272,B,Eligible,68,4563,,,
Std-79,Male,Group B,Some High School,1,0,32,100,78,36,246,C,Eligible,61.5,6814,,,
Std-7899,Female,Group A,Some College,1,1,56,71,100,71,298,B,Eligible,74.5,2190,,,
Std-7898,Female,Group C,Some High School,1,0,29,58,50,64,201,C,Eligible,50.25,9223,,,
Std-7897,Female,Group D,Associate'S Degree,1,0,67,60,60,85,272,B,Eligible,68,4563,,,
Std-7896,Female,Group C,Associate'S Degree,1,1,57,52,85,73,267,B,Eligible,66.75,5021,,,
Std-7895,Female,Group C,Some College,0,0,58,67,67,74,266,B,Eligible,66.5,5101,,,
Std-7894,Female,Group C,Master'S Degree,1,1,46,76,68,72,262,B,Eligible,65.5,5475,,,
Std-7893,Female,Group C,Associate'S Degree,0,1,87,60,95,83,325,A,Eligible,81.25,658,,,
Std-7892,Female,Group D,Bachelor'S Degree,1,1,81,84,100,81,346,A,Eligible,86.5,154,,,
Std-7891,Female,Group A,Associate'S Degree,1,0,50,84,39,66,239,C,Eligible,59.75,7336,,,
Std-7890,Female,Group D,High School,0,0,78,73,61,65,277,B,Eligible,69.25,4080,,,
Std-789,Male,Group D,Associate'S Degree,1,0,92,54,74,85,305,B,Eligible,76.25,1658,,,
Std-7889,Female,Group D,High School,1,1,67,40,75,50,232,C,Eligible,58,7813,,,
Std-7888,Female,Group D,High School,0,0,60,72,97,61,290,B,Eligible,72.5,2860,,,
Std-7887,Female,Group A,Some College,0,0,50,68,100,51,269,B,Eligible,67.25,4839,,,
Std-7886,Female,Group D,High School,0,0,91,100,84,59,334,A,Eligible,83.5,390,,,
Std-7885,Female,Group E,Some College,1,1,37,88,75,94,294,B,Eligible,73.5,2500,,,
Std-7884,Female,Group C,Some College,1,0,90,45,67,100,302,B,Eligible,75.5,1870,,,
Std-7883,Female,Group D,Associate'S Degree,0,1,52,86,71,51,260,B,Eligible,65,5646,,,
Std-7882,Female,Group E,Associate'S Degree,0,0,97,81,99,70,347,A,Eligible,86.75,142,,,
Std-7881,Female,Group D,High School,1,0,67,61,74,79,281,B,Eligible,70.25,3684,,,
Std-7880,Female,Group C,Some High School,0,1,79,85,60,54,278,B,Eligible,69.5,3990,,,
Std-788,Male,Group B,High School,1,0,84,17,67,51,219,C,Eligible,54.75,8530,,,
Std-7879,Female,Group B,Some High School,0,1,79,58,79,78,294,B,Eligible,73.5,2500,,,
Std-7878,Female,Group C,Some College,1,0,63,100,64,55,282,B,Eligible,70.5,3602,,,
Std-7877,Female,Group C,Some College,1,0,73,64,85,71,293,B,Eligible,73.25,2602,,,
Std-7876,Female,Group B,Some High School,1,0,100,42,100,87,329,A,Eligible,82.25,526,,,
Std-7875,Female,Group E,Some High School,1,1,71,74,76,77,298,B,Eligible,74.5,2190,,,
Std-7874,Female,Group C,Some College,0,1,59,23,79,59,220,C,Eligible,55,8487,,,
Std-7873,Female,Group C,High School,0,1,64,93,84,64,305,B,Eligible,76.25,1658,,,
Std-7872,Female,Group D,Some College,1,1,87,40,93,90,310,B,Eligible,77.5,1359,,,
Std-7871,Female,Group C,Bachelor'S Degree,1,1,69,30,57,83,239,C,Eligible,59.75,7336,,,
Std-7870,Female,Group D,High School,0,0,34,46,88,77,245,C,Eligible,61.25,6889,,,
Std-787,Male,Group A,Some College,0,0,43,100,54,51,248,C,Eligible,62,6641,,,
Std-7869,Female,Group E,Associate'S Degree,1,0,67,76,44,94,281,B,Eligible,70.25,3684,,,
Std-7868,Female,Group B,High School,1,0,73,56,71,37,237,C,Eligible,59.25,7503,,,
Std-7867,Female,Group B,Some College,1,1,40,63,76,63,242,C,Eligible,60.5,7111,,,
Std-7866,Female,Group C,Associate'S Degree,1,1,100,53,57,88,298,B,Eligible,74.5,2190,,,
Std-7865,Female,Group C,Associate'S Degree,0,1,30,36,80,96,242,C,Eligible,60.5,7111,,,
Std-7864,Female,Group E,High School,1,0,63,94,58,70,285,B,Eligible,71.25,3320,,,
Std-7863,Female,Group C,High School,1,0,27,79,100,77,283,B,Eligible,70.75,3512,,,
Std-7862,Female,Group B,Associate'S Degree,1,0,74,69,67,66,276,B,Eligible,69,4166,,,
Std-7861,Female,Group C,Associate'S Degree,0,1,40,100,20,92,252,B,Eligible,63,6320,,,
Std-7860,Female,Group C,Associate'S Degree,1,0,54,41,55,32,182,D,Not Eligible,45.5,9654,,,
Std-786,Male,Group C,Bachelor'S Degree,1,0,19,78,74,65,236,C,Eligible,59,7557,,,
Std-7859,Female,Group D,High School,1,0,28,71,100,66,265,B,Eligible,66.25,5197,,,
Std-7858,Female,Group B,Associate'S Degree,1,1,62,76,87,68,293,B,Eligible,73.25,2602,,,
Std-7857,Female,Group C,Master'S Degree,1,1,33,80,68,66,247,C,Eligible,61.75,6731,,,
Std-7856,Female,Group A,Associate'S Degree,0,0,84,88,75,48,295,B,Eligible,73.75,2414,,,
Std-7855,Female,Group E,Some High School,1,0,27,86,95,61,269,B,Eligible,67.25,4839,,,
Std-7854,Female,Group E,Associate'S Degree,1,0,79,69,56,66,270,B,Eligible,67.5,4738,,,
Std-7853,Female,Group E,Some High School,1,1,66,50,86,34,236,C,Eligible,59,7557,,,
Std-7852,Female,Group E,Associate'S Degree,1,0,78,100,81,59,318,B,Eligible,79.5,956,,,
Std-7851,Female,Group C,Associate'S Degree,1,1,37,55,35,61,188,D,Not Eligible,47,9533,,,
Std-7850,Female,Group B,Associate'S Degree,1,1,100,88,85,63,336,A,Eligible,84,333,,,
Std-785,Male,Group B,Bachelor'S Degree,1,0,30,17,33,9,89,E,Not Eligible,22.25,10000,,,
Std-7849,Female,Group D,Some College,1,0,88,78,96,63,325,A,Eligible,81.25,658,,,
Std-7848,Female,Group C,High School,1,0,80,92,61,83,316,B,Eligible,79,1032,,,
Std-7847,Female,Group B,Associate'S Degree,0,0,28,62,45,50,185,D,Not Eligible,46.25,9599,,,
Std-7846,Female,Group E,Some College,0,0,87,53,46,85,271,B,Eligible,67.75,4646,,,
Std-7845,Female,Group E,Associate'S Degree,1,0,69,45,49,65,228,C,Eligible,57,8042,,,
Std-7844,Female,Group D,Some High School,0,0,58,78,77,47,260,B,Eligible,65,5646,,,
Std-7843,Female,Group C,Some High School,1,1,54,39,62,76,231,C,Eligible,57.75,7883,,,
Std-7842,Female,Group D,Some High School,0,1,31,60,65,77,233,C,Eligible,58.25,7738,,,
Std-7841,Female,Group C,Some College,0,1,47,79,98,66,290,B,Eligible,72.5,2860,,,
Std-7840,Female,Group D,Associate'S Degree,0,0,52,57,77,46,232,C,Eligible,58,7813,,,
Std-784,Male,Group E,Some College,0,0,44,77,59,77,257,B,Eligible,64.25,5905,,,
Std-7839,Female,Group A,Some High School,1,1,38,85,53,66,242,C,Eligible,60.5,7111,,,
Std-7838,Female,Group D,Bachelor'S Degree,0,0,27,59,76,69,231,C,Eligible,57.75,7883,,,
Std-7837,Female,Group C,Master'S Degree,0,0,67,84,72,62,285,B,Eligible,71.25,3320,,,
Std-7836,Female,Group C,Some College,0,1,78,44,73,61,256,B,Eligible,64,5987,,,
Std-7835,Female,Group C,High School,1,1,74,67,78,86,305,B,Eligible,76.25,1658,,,
Std-7834,Female,Group D,Some College,1,0,61,79,42,63,245,C,Eligible,61.25,6889,,,
Std-7833,Female,Group C,Associate'S Degree,1,0,100,80,100,83,363,A,Eligible,90.75,32,,,
Std-7832,Female,Group B,Some College,1,1,61,88,98,69,316,B,Eligible,79,1032,,,
Std-7831,Female,Group E,Master'S Degree,0,0,75,70,69,61,275,B,Eligible,68.75,4259,,,
Std-7830,Female,Group D,Bachelor'S Degree,1,1,76,51,84,47,258,B,Eligible,64.5,5822,,,
Std-783,Male,Group D,Bachelor'S Degree,1,1,17,72,84,72,245,C,Eligible,61.25,6889,,,
Std-7829,Female,Group C,High School,1,0,47,61,70,64,242,C,Eligible,60.5,7111,,,
Std-7828,Female,Group E,Associate'S Degree,1,1,72,35,65,70,242,C,Eligible,60.5,7111,,,
Std-7827,Female,Group D,Some College,0,0,73,62,100,90,325,A,Eligible,81.25,658,,,
Std-7826,Female,Group B,Some College,1,0,69,60,62,51,242,C,Eligible,60.5,7111,,,
Std-7825,Female,Group D,Associate'S Degree,1,1,78,58,92,32,260,B,Eligible,65,5646,,,
Std-7824,Female,Group B,Some High School,0,0,64,75,72,75,286,B,Eligible,71.5,3238,,,
Std-7823,Female,Group D,Bachelor'S Degree,1,1,28,23,57,53,161,D,Not Eligible,40.25,9892,,,
Std-7822,Female,Group C,Master'S Degree,0,0,58,88,49,77,272,B,Eligible,68,4563,,,
Std-7821,Female,Group B,Associate'S Degree,1,1,56,42,93,87,278,B,Eligible,69.5,3990,,,
Std-7820,Female,Group C,High School,1,1,95,74,98,66,333,A,Eligible,83.25,414,,,
Std-782,Male,Group D,Some High School,1,1,71,92,80,88,331,A,Eligible,82.75,466,,,
Std-7819,Female,Group D,Some High School,1,0,41,75,85,67,268,B,Eligible,67,4934,,,
Std-7818,Female,Group E,High School,1,1,27,80,49,66,222,C,Eligible,55.5,8375,,,
Std-7817,Female,Group C,High School,0,1,70,63,73,79,285,B,Eligible,71.25,3320,,,
Std-7816,Female,Group D,Some High School,1,0,37,89,86,76,288,B,Eligible,72,3038,,,
Std-7815,Female,Group C,Associate'S Degree,1,0,55,96,40,84,275,B,Eligible,68.75,4259,,,
Std-7814,Female,Group C,Associate'S Degree,1,1,33,65,78,90,266,B,Eligible,66.5,5101,,,
Std-7813,Female,Group E,High School,1,0,74,88,74,79,315,B,Eligible,78.75,1079,,,
Std-7812,Female,Group D,Some College,1,0,62,93,81,85,321,A,Eligible,80.25,805,,,
Std-7811,Female,Group B,Bachelor'S Degree,1,1,79,23,99,76,277,B,Eligible,69.25,4080,,,
Std-7810,Female,Group D,High School,1,0,94,24,87,47,252,B,Eligible,63,6320,,,
Std-781,Male,Group C,High School,1,0,57,97,59,84,297,B,Eligible,74.25,2266,,,
Std-7809,Female,Group D,High School,1,1,43,92,73,87,295,B,Eligible,73.75,2414,,,
Std-7808,Female,Group D,Some High School,0,0,46,49,80,76,251,B,Eligible,62.75,6404,,,
Std-7807,Female,Group A,Some College,1,0,53,80,72,51,256,B,Eligible,64,5987,,,
Std-7806,Female,Group D,Some High School,1,0,85,36,73,84,278,B,Eligible,69.5,3990,,,
Std-7805,Female,Group D,High School,0,0,54,82,65,60,261,B,Eligible,65.25,5557,,,
Std-7804,Female,Group B,Some High School,0,0,59,85,81,81,306,B,Eligible,76.5,1607,,,
Std-7803,Female,Group B,Bachelor'S Degree,1,1,58,91,92,81,322,A,Eligible,80.5,754,,,
Std-7802,Female,Group D,High School,1,1,69,43,96,67,275,B,Eligible,68.75,4259,,,
Std-7801,Female,Group E,Some High School,0,1,30,60,91,86,267,B,Eligible,66.75,5021,,,
Std-7800,Female,Group C,Master'S Degree,1,0,27,74,100,68,269,B,Eligible,67.25,4839,,,
Std-780,Male,Group C,Associate'S Degree,0,1,81,91,76,81,329,A,Eligible,82.25,526,,,
Std-78,Male,Group D,Some College,0,0,55,58,98,74,285,B,Eligible,71.25,3320,,,
Std-7799,Female,Group C,High School,1,1,27,42,71,71,211,C,Eligible,52.75,8884,,,
Std-7798,Female,Group E,High School,1,0,52,31,97,61,241,C,Eligible,60.25,7197,,,
